"","SRR1408848","SRR1408849","SRR1408850","SRR1408851","SRR1408852","SRR1408853","SRR1408854","SRR1408855"
"Rpl29",0,3,3,5,6,21,0,0
"Rpl3",430,472,578,463,425,395,603,368
"Rpl30",29,35,211,26,131,151,181,21
"Rpl31",266,181,185,241,106,241,218,106
"Rpl31-ps12",0,0,0,0,0,1,0,0
"Rpl32",578,526,328,267,403,614,206,134
"Rpl32l",85,100,75,64,85,123,54,27
"Rpl34",397,193,217,174,322,285,166,59
"Rpl34-ps1",0,1,0,0,0,0,0,0
"Rpl35",26,45,33,21,58,47,22,13
"Rpl35a",9,23,8,52,3,26,71,0
"Rpl36",14,13,10,11,14,17,2,6
"Rpl36a",197,166,153,133,119,177,162,90
"Rpl36al",161,144,139,117,155,210,142,77
"Rpl37",310,298,130,158,249,258,101,78
"Rpl37a",161,79,64,41,98,134,64,44
"Rpl37rt",93,41,37,33,44,99,41,23
"Rpl38",385,309,304,273,268,324,268,190
"Rpl39",279,254,592,352,174,236,492,376
"Rpl39l",0,0,0,1,6,0,0,0
"Rpl3l",5,0,0,0,0,0,0,0
"Rpl4",4984,5139,4219,3522,4465,4986,3251,2650
"Rpl41",50,58,18,28,72,102,23,8
"Rpl5",186,164,527,267,181,224,267,269
"Rpl6",233,273,199,155,231,250,133,113
"Rpl6l",8,10,2,2,1,4,2,0
"Rpl7",557,683,991,778,421,549,551,543
"Rpl7a",122,89,37,19,86,140,19,9
"Rpl7l1",284,305,202,203,267,319,282,166
"Rpl8",901,823,220,237,840,1330,255,105
"Rpl9",488,481,791,653,341,408,629,465
"Rplp0",343,288,141,133,260,465,139,78
"Rplp1",308,244,137,84,261,439,73,54
"Rplp2",167,247,66,52,161,193,76,32
"Rpn1",1639,1607,1620,1544,1734,1822,1541,1250
"Rpn2",1239,1291,1357,1021,1207,1487,1148,927
"Rpp21",37,17,13,15,23,31,13,8
"Rpp25",70,132,56,95,62,104,29,39
"Rpp25l",81,82,19,23,108,58,17,12
"Rpp30",99,108,126,122,57,129,163,143
"Rpp38",59,60,51,79,53,42,66,37
"Rpp40",47,26,48,50,50,60,42,45
"Rpph1",0,1,0,0,0,0,0,0
"Rprd1a",618,661,927,857,656,669,1148,805
"Rprd1b",338,439,374,333,337,477,411,329
"Rprd2",707,722,649,641,767,623,652,667
"Rprm",223,411,209,169,256,149,588,228
"Rprml",38,50,20,22,32,56,15,11
"Rps10",68,83,63,30,65,112,39,18
"Rps12",79,42,136,87,45,144,49,40
"Rps13",35,28,35,54,22,56,9,9
"Rps14",707,588,436,314,529,1074,287,282
"Rps15",323,290,81,64,262,442,47,26
"Rps15a",774,866,869,905,750,777,1192,1020
"Rps15a-ps4",3,0,0,0,0,0,0,5
"Rps16",188,124,94,94,143,174,83,68
"Rps17",136,124,161,172,110,102,155,114
"Rps18",102,151,32,53,86,253,70,28
"Rps18-ps4",130,56,39,5,100,132,15,27
"Rps19",257,170,129,84,184,317,69,69
"Rps19bp1",134,174,70,81,150,167,66,51
"Rps2",0,128,3,191,0,8,184,0
"Rps20",243,258,395,259,200,359,396,268
"Rps21",420,316,319,213,313,505,210,200
"Rps23",112,130,151,144,98,145,210,116
"Rps23rg1",1,0,1,0,4,0,2,0
"Rps24",344,337,646,387,173,336,324,281
"Rps25",255,319,493,279,250,238,340,278
"Rps26",170,168,41,36,138,201,35,25
"Rps27",348,258,489,331,323,353,208,237
"Rps27a",140,130,190,161,56,122,135,166
"Rps27l",65,40,101,81,41,76,76,61
"Rps27rt",0,0,2,1,0,0,0,5
"Rps28",96,59,12,29,54,100,42,19
"Rps29",40,41,13,4,20,41,12,5
"Rps3",2640,2457,2146,1805,2086,2921,1859,1229
"Rps3a1",363,278,554,478,215,411,537,391
"Rps4l",18,17,2,4,14,27,3,2
"Rps4x",383,358,652,616,293,329,562,378
"Rps5",1205,1034,582,449,976,1204,452,277
"Rps6",134,85,157,135,79,157,107,80
"Rps6-ps4",0,4,0,0,0,0,0,0
"Rps6ka1",95,57,50,26,74,97,32,28
"Rps6ka2",679,556,423,331,570,782,340,325
"Rps6ka3",1000,854,1009,745,665,832,729,926
"Rps6ka4",188,169,171,101,171,260,192,122
"Rps6ka5",235,283,395,280,219,340,387,378
"Rps6ka6",104,89,80,140,47,40,122,73
"Rps6kb1",548,513,546,449,414,464,487,550
"Rps6kb2",31,38,0,5,46,29,10,8
"Rps6kc1",607,584,371,377,559,554,380,310
"Rps6kl1",196,248,62,88,273,220,79,57
"Rps7",195,219,234,220,182,270,205,128
"Rps8",146,125,104,88,116,194,53,49
"Rps9",557,446,144,124,434,673,115,81
"Rpsa",314,316,526,463,247,440,401,301
"Rptor",517,513,286,234,647,652,300,216
"Rptoros",0,0,0,0,2,0,0,0
"Rpusd1",220,160,52,29,185,279,46,28
"Rpusd2",78,105,52,19,97,69,30,41
"Rpusd3",3,15,13,2,11,5,1,0
"Rpusd4",68,68,39,52,47,75,36,31
"Rrad",19,7,3,7,2,39,1,2
"Rraga",1489,1570,1939,1742,1348,1581,1762,1349
"Rragb",809,1023,1102,1030,831,788,1375,993
"Rragc",1053,898,1152,979,903,1028,1335,986
"Rragd",1681,1373,1985,1849,1349,1630,1429,1835
"Rras",89,50,53,21,70,81,23,7
"Rras2",205,164,272,208,122,182,196,187
"Rrbp1",321,308,232,130,268,369,138,150
"Rreb1",47,86,86,25,5,49,8,19
"Rrh",3,7,3,0,0,0,3,10
"Rrm1",201,238,313,216,138,226,229,257
"Rrm2",15,19,16,20,18,14,20,13
"Rrm2b",350,493,612,389,396,444,633,459
"Rrn3",838,864,897,861,802,861,1024,981
"Rrnad1",68,122,87,56,82,45,31,44
"Rrp1",2462,2799,1100,1299,2566,2773,1622,1004
"Rrp12",467,513,357,286,464,446,422,264
"Rrp15",57,51,40,37,58,56,25,66
"Rrp1b",51,74,14,16,32,79,36,32
"Rrp36",79,127,76,40,51,124,19,62
"Rrp7a",215,181,78,74,207,205,79,41
"Rrp8",115,129,132,113,162,124,102,125
"Rrp9",37,32,9,3,45,49,19,10
"Rrs1",163,143,181,87,180,100,139,119
"Rs1",247,135,199,218,156,215,196,198
"Rsad1",99,147,109,109,122,107,133,87
"Rsad2",12,13,28,11,8,23,15,12
"Rsbn1",243,285,443,264,217,220,483,377
"Rsbn1l",372,352,427,321,318,355,338,532
"Rsc1a1",0,0,0,4,0,0,0,0
"Rsf1",592,659,889,490,620,784,772,854
"Rsf1os2",0,0,0,0,6,0,0,0
"Rskr",9,13,10,14,11,22,4,4
"Rsl1",20,6,22,15,19,7,9,7
"Rsl1d1",751,634,888,691,562,699,633,574
"Rsl24d1",181,170,160,99,202,139,126,141
"Rslcan18",4,20,19,16,7,0,18,17
"Rsph1",13,21,26,1,19,30,22,7
"Rsph14",0,0,0,0,0,0,0,1
"Rsph3a",32,32,23,38,21,25,20,36
"Rsph3b",25,20,48,46,22,33,19,12
"Rsph4a",15,40,68,67,61,52,57,34
"Rsph6a",0,0,0,0,0,2,0,0
"Rsph9",57,43,12,40,38,99,68,43
"Rspo1",104,53,64,28,38,79,14,28
"Rspo2",342,561,570,1060,540,492,1103,657
"Rspo3",166,157,148,205,168,148,162,192
"Rspo4",0,1,0,0,0,0,0,0
"Rspry1",352,392,390,264,318,332,384,323
"Rsrc1",518,548,621,529,438,463,399,365
"Rsrc2",834,698,785,612,664,687,568,611
"Rsrp1",855,632,1165,531,928,915,469,479
"Rsu1",238,253,317,273,217,205,214,219
"Rtbdn",2,1,0,2,6,29,1,10
"Rtca",448,368,512,381,301,606,490,318
"Rtcb",1272,1389,1138,1208,1345,1688,1597,907
"Rtel1",41,37,29,4,48,38,24,22
"Rtf1",1201,1222,1268,1103,1247,1486,1092,1031
"Rtf2",677,603,242,207,677,763,249,182
"Rtkn",200,158,70,39,216,266,50,50
"Rtkn2",50,46,68,35,14,48,23,21
"Rtl1",239,282,131,58,141,184,64,125
"Rtl4",63,40,61,66,44,108,76,78
"Rtl6",604,570,446,473,525,705,502,407
"Rtl8a",50,39,12,16,55,51,17,11
"Rtl8b",199,236,118,114,151,228,111,79
"Rtl8c",565,584,176,144,666,855,237,101
"Rtl9",11,12,24,48,18,24,47,14
"Rtn1",16273,16126,14000,14109,16608,18352,15545,12909
"Rtn2",518,436,319,281,377,631,300,161
"Rtn3",19336,20262,27256,25121,18844,21663,31795,24770
"Rtn4",10080,8643,15025,10596,7808,9555,12043,11057
"Rtn4ip1",163,167,181,160,175,172,185,129
"Rtn4r",292,284,50,47,282,344,49,43
"Rtn4rl1",622,586,284,235,525,656,246,242
"Rtn4rl2",257,260,100,108,287,432,122,85
"Rtp1",3,5,0,0,0,0,0,0
"Rtp3",0,6,4,0,4,0,0,0
"Rtp4",36,23,56,28,31,16,12,13
"Rtraf",327,323,460,408,270,233,312,249
"Rttn",21,17,36,22,28,8,16,33
"Rubcn",716,828,542,469,766,852,625,388
"Rubcnl",20,15,20,8,8,3,0,12
"Rufy1",317,328,272,199,256,384,320,227
"Rufy2",498,606,418,413,560,567,531,545
"Rufy3",3139,3149,3733,3040,2724,3045,3397,3344
"Rufy4",0,12,0,0,0,0,0,0
"Rundc1",402,307,186,152,358,324,299,209
"Rundc3a",1659,1401,853,715,1469,1934,783,637
"Rundc3b",585,634,730,684,532,695,1064,743
"Runx1",18,4,14,20,0,6,0,10
"Runx1t1",345,569,354,228,389,293,339,413
"Runx2",68,52,25,17,59,67,38,29
"Rusc1",1263,1054,886,966,1241,1316,1042,956
"Rusc2",353,427,107,113,499,619,206,101
"Rusf1",66,91,48,23,90,127,24,27
"Ruvbl1",162,115,114,110,103,173,99,87
"Ruvbl2",128,100,43,40,91,144,21,48
"Rwdd1",127,80,150,157,109,129,117,117
"Rwdd2a",197,289,228,280,227,238,386,246
"Rwdd2b",108,92,149,104,57,130,117,100
"Rwdd3",38,23,30,25,18,37,41,21
"Rwdd4a",284,297,353,276,247,241,215,333
"Rxfp1",228,375,298,249,230,137,396,278
"Rxfp2",6,0,0,6,3,7,6,2
"Rxfp3",17,24,34,14,11,25,45,6
"Rxra",236,226,154,90,144,211,172,126
"Rxrb",285,262,157,130,277,402,133,76
"Rxrg",24,47,17,48,75,39,70,18
"Rxylt1",183,154,295,280,209,297,293,319
"Rybp",124,121,160,153,135,183,182,192
"Rybp-ps",34,26,15,21,30,34,15,32
"Ryk",454,305,458,200,282,353,231,333
"Ryr1",32,7,8,14,17,43,6,11
"Ryr2",1760,1797,1838,1458,1640,2025,1492,1764
"Ryr3",103,194,60,52,176,137,178,105
"S100a1",444,324,512,273,326,430,267,225
"S100a10",325,357,218,229,221,317,283,164
"S100a11",13,12,7,0,10,0,1,16
"S100a13",183,183,222,93,147,223,87,80
"S100a14",0,0,1,0,0,0,0,0
"S100a16",563,406,550,282,374,642,318,210
"S100a3",17,7,3,12,1,8,3,2
"S100a4",21,27,9,9,17,10,10,6
"S100a5",0,0,0,0,0,0,1,0
"S100a6",198,126,189,103,92,163,59,55
"S100a7a",7,4,0,5,1,4,0,0
"S100a8",11,0,1,29,4,0,0,0
"S100a9",9,0,8,15,10,0,0,0
"S100b",1295,944,2395,836,839,1256,659,763
"S100pbp",525,560,639,476,464,523,554,595
"S1pr1",3385,2799,4480,2758,2255,3289,2330,2413
"S1pr2",30,13,31,24,8,36,25,13
"S1pr3",140,112,105,71,122,76,83,111
"S1pr4",4,0,5,1,16,3,1,0
"S1pr5",61,34,187,49,52,36,134,41
"Saa1",0,5,0,0,0,0,0,0
"Saa3",3,0,0,0,18,3,0,0
"Saal1",141,153,116,83,104,99,101,102
"Sac3d1",96,44,45,64,59,73,28,31
"Sacm1l",1078,1356,1639,1376,1165,1103,1698,1323
"Sacs",1075,806,1316,929,797,947,1303,1115
"Sae1",1344,1337,1227,1136,1175,1595,1226,972
"Safb",572,496,248,211,589,593,273,214
"Safb2",167,137,113,61,120,158,84,73
"Sag",30,20,26,13,3,61,31,18
"Sall1",176,174,204,130,117,150,52,105
"Sall2",496,609,490,443,491,609,645,461
"Sall3",50,67,88,25,42,61,55,34
"Samd1",134,93,123,104,123,102,66,82
"Samd10",284,177,145,230,125,113,192,117
"Samd11",12,8,2,7,0,12,0,0
"Samd12",513,696,502,660,540,702,1059,798
"Samd14",124,202,34,77,215,193,84,71
"Samd15",31,28,28,27,6,33,31,39
"Samd3",1,0,13,12,8,9,4,0
"Samd4",457,384,550,365,316,406,253,438
"Samd4b",588,570,432,297,527,524,372,388
"Samd5",93,86,123,116,55,73,134,99
"Samd8",1162,1432,1447,1283,1287,1704,1625,1794
"Samd9l",40,47,152,53,23,22,15,38
"Samhd1",123,102,114,106,110,142,127,158
"Samm50",802,798,619,674,647,863,843,589
"Samsn1",10,0,19,6,5,3,9,5
"Sap130",371,367,279,354,356,428,270,276
"Sap18",454,512,671,486,446,419,482,453
"Sap18b",59,69,74,73,58,60,48,44
"Sap30",53,62,72,44,42,41,31,69
"Sap30bp",316,294,275,257,372,321,367,239
"Sap30l",161,156,87,81,148,128,131,83
"Sapcd1",0,0,0,0,0,0,0,3
"Sapcd2",18,5,15,4,1,6,4,5
"Sar1a",1890,1875,2178,2066,1760,2049,2183,1675
"Sar1b",887,704,1116,811,683,734,788,735
"Saraf",3098,2889,3485,3031,2571,3221,3146,2182
"Sardh",56,87,61,28,82,88,41,27
"Sarm1",256,319,126,113,231,412,199,141
"Sarnp",79,56,123,84,69,62,104,88
"Sars",1598,1411,988,799,1757,1759,1104,714
"Sars2",23,42,11,5,40,68,13,7
"Sart1",310,312,111,106,323,328,141,66
"Sart3",199,250,121,118,290,325,136,94
"Sash1",948,1040,1290,706,789,962,635,980
"Sash3",25,35,40,26,17,13,22,21
"Sass6",21,48,90,23,44,29,42,37
"Sat1",139,128,297,189,111,142,145,139
"Sat2",59,68,64,64,43,85,68,47
"Satb1",2101,2570,2185,1618,1859,2032,2502,2522
"Satb2",1015,1144,803,803,1223,1163,899,888
"Sav1",278,251,317,297,212,136,273,230
"Saxo2",35,37,37,12,11,15,35,28
"Saysd1",79,35,42,38,42,66,33,48
"Sbds",601,573,760,480,652,624,431,386
"Sbf1",724,768,363,255,969,1094,373,200
"Sbf2",418,427,545,427,313,429,362,401
"Sbk1",791,644,355,235,683,649,412,277
"Sbk2",0,0,6,0,0,2,0,1
"Sbk3",4,6,2,0,0,5,8,7
"Sbno1",2058,1787,2317,1846,1824,1891,1964,2077
"Sbno2",37,43,4,11,44,43,2,7
"Sbsn",60,69,33,56,40,93,29,29
"Sbspon",5,7,7,0,3,7,7,3
"Sc5d",737,840,1213,842,828,1023,927,1193
"Scaf1",475,408,240,171,484,602,213,200
"Scaf11",669,781,851,696,592,691,647,816
"Scaf4",312,315,343,296,246,316,319,293
"Scaf8",640,572,782,520,644,679,576,612
"Scai",888,1007,1171,805,782,802,1381,1127
"Scamp1",3526,3667,4190,3460,2821,3633,3771,3595
"Scamp2",149,181,164,122,119,208,81,104
"Scamp3",8,5,2,1,3,1,2,1
"Scamp4",251,236,106,102,258,379,73,44
"Scamp5",4655,4869,4348,4558,4456,5066,5748,3940
"Scand1",3,0,2,0,0,0,0,0
"Scap",484,494,215,184,582,554,238,143
"Scaper",476,496,678,534,497,468,621,587
"Scara3",362,333,453,358,276,326,164,216
"Scara5",0,0,2,4,0,0,5,0
"Scarb1",163,138,73,40,119,240,58,51
"Scarb2",2037,2025,3763,2299,1822,2179,2603,2581
"Scarf1",15,9,2,8,11,21,6,3
"Scarf2",6,6,0,2,14,13,0,2
"Scarna10",0,3,0,0,0,4,6,0
"Sccpdh",772,986,1561,1714,1468,1265,2247,1140
"Scd1",2637,2509,7177,3201,2436,2548,4373,3344
"Scd2",18779,17856,35578,18972,15930,18402,21681,19770
"Scd3",94,37,56,44,61,65,43,44
"Scd4",6,15,3,0,1,11,19,7
"Scel",12,13,40,2,18,6,23,22
"Scfd1",323,374,379,349,340,230,398,395
"Scfd2",209,183,212,184,157,202,181,156
"Scg2",3219,3178,3558,2351,3361,3369,3129,2462
"Scg3",4558,4510,6354,5397,3969,4520,4576,5098
"Scg5",5322,2025,5831,2339,1814,2907,5075,2296
"Scgb1b2",0,1,0,0,220,476,0,0
"Scgb1b20",5,0,0,0,63,181,0,0
"Scgb1b24",0,0,0,0,10,15,0,0
"Scgb1b3",0,0,0,0,48,44,0,0
"Scgb1b7",0,0,0,0,6,8,0,0
"Scgb2a2",0,0,0,0,15,15,0,0
"Scgb2b10",0,0,0,0,6,4,0,0
"Scgb2b12",0,0,0,0,24,35,0,0
"Scgb2b2",0,1,0,0,238,388,0,0
"Scgb2b20",0,0,0,0,40,89,0,0
"Scgb2b24",0,0,0,0,129,217,0,0
"Scgb2b26",0,0,0,0,0,3,0,0
"Scgb2b3",0,0,0,0,4,9,0,0
"Scgb2b6",0,0,0,0,4,8,0,0
"Scgb2b7",0,0,0,0,27,129,0,0
"Scgn",0,3,9,0,0,12,0,24
"Schip1",45,62,34,29,43,72,64,37
"Scin",0,0,0,5,0,8,0,0
"Sclt1",41,54,67,25,35,44,44,36
"Scly",119,104,91,39,89,101,80,48
"Scmh1",423,381,255,290,458,421,204,232
"Scml2",3,0,0,0,0,0,3,1
"Scml4",10,24,22,15,7,19,44,36
"Scn10a",0,0,0,0,0,0,1,1
"Scn1a",1422,1195,1753,855,1093,1210,1529,1601
"Scn1b",2455,1933,1647,945,1975,2484,1367,1094
"Scn2a",4362,4908,5757,5244,4555,5414,6347,6349
"Scn2b",3458,3203,3335,3209,3607,3855,4050,3160
"Scn3a",440,481,431,348,381,397,646,490
"Scn3b",1688,1794,1868,2114,1713,1856,2589,2080
"Scn4b",268,178,251,92,161,208,200,205
"Scn5a",13,10,3,9,0,0,4,2
"Scn7a",27,11,26,54,35,35,71,26
"Scn8a",3483,3493,2724,1954,3015,3796,2773,2722
"Scn9a",6,10,33,21,20,0,16,11
"Scnm1",203,239,108,152,115,168,168,87
"Scnn1a",10,35,9,13,5,18,12,10
"Scnn1b",0,0,0,0,0,3,0,0
"Scnn1g",0,0,0,0,8,7,0,0
"Sco1",110,145,243,152,80,171,217,139
"Scoc",245,147,353,278,184,134,152,351
"Scp2",424,468,659,327,347,361,432,329
"Scpep1",172,197,238,199,156,209,136,141
"Scrg1",298,113,369,197,198,318,208,168
"Scrib",82,56,25,29,73,113,29,16
"Scrn1",1079,1278,1104,1152,1358,1550,1685,1106
"Scrn2",8,4,1,2,6,9,0,0
"Scrn3",348,391,502,394,373,369,577,410
"Scrt1",540,419,210,92,399,516,108,127
"Scrt2",70,45,47,24,49,71,31,44
"Sctr",7,0,5,0,3,10,0,0
"Scube1",441,339,145,155,414,373,192,132
"Scube2",13,6,1,6,10,1,5,13
"Scube3",9,13,2,2,0,9,0,3
"Scx",7,1,0,0,10,6,2,0
"Scyl1",251,257,72,49,276,350,73,67
"Scyl2",449,507,508,387,535,551,602,586
"Scyl3",234,193,182,163,163,190,196,160
"Sdad1",214,219,193,168,179,165,241,168
"Sdc1",2,18,14,8,9,3,2,1
"Sdc2",786,679,1416,819,640,801,1039,895
"Sdc3",2087,2156,1068,1129,1965,2408,1343,866
"Sdc4",640,582,856,365,508,670,351,529
"Sdcbp",2311,2239,3410,3253,2104,2630,3767,2872
"Sdcbp2",10,14,3,3,11,29,5,5
"Sdccag8",76,86,82,99,70,90,100,93
"Sde2",233,272,329,204,280,309,198,278
"Sdf2",486,462,313,315,396,459,324,205
"Sdf2l1",87,104,114,74,61,104,77,73
"Sdf4",2839,2552,2791,2146,2296,3181,2594,2025
"Sdha",5580,5552,6097,4946,4826,5970,6014,4323
"Sdhaf1",150,130,121,138,117,164,171,92
"Sdhaf2",506,460,604,455,391,481,512,471
"Sdhaf3",105,83,113,60,94,107,62,74
"Sdhaf4",241,240,220,244,248,311,290,204
"Sdhb",898,924,953,785,856,1139,1097,621
"Sdhc",1095,960,805,564,938,1078,620,498
"Sdhd",877,844,914,815,655,990,784,727
"Sdk1",70,78,38,41,68,101,87,30
"Sdk2",279,421,133,158,404,306,336,178
"Sdr39u1",130,107,91,72,141,170,100,73
"Sdr42e1",107,117,99,142,134,71,89,83
"Sds",1,0,0,7,0,0,0,1
"Sdsl",7,2,1,0,3,28,3,0
"Sebox",39,55,23,15,18,28,43,18
"Sec1",0,1,0,0,0,0,0,0
"Sec11a",270,241,308,230,248,269,303,193
"Sec11c",474,364,856,544,419,578,670,460
"Sec13",369,283,208,151,308,437,215,120
"Sec14l1",2042,1973,1429,1044,2153,2795,1487,1325
"Sec14l2",415,192,263,163,320,301,207,140
"Sec14l3",15,18,1,9,9,51,15,17
"Sec14l4",5,8,6,0,0,0,2,3
"Sec14l5",34,10,60,1,3,8,7,15
"Sec16a",583,681,483,406,695,805,585,462
"Sec16b",14,24,9,14,2,16,4,6
"Sec22a",154,252,301,221,186,174,233,207
"Sec22b",501,530,803,817,385,531,806,750
"Sec22c",359,505,378,288,471,563,462,322
"Sec23a",1716,1890,2319,2279,1541,1980,3216,2268
"Sec23b",511,520,565,601,480,546,596,433
"Sec23ip",613,628,793,638,460,688,585,681
"Sec24a",152,161,191,132,179,150,234,156
"Sec24b",613,418,487,502,440,521,608,528
"Sec24c",1025,974,838,645,1018,1000,1089,704
"Sec24d",151,182,198,129,220,115,231,187
"Sec31a",848,845,897,659,860,1131,868,697
"Sec31b",0,0,1,3,0,0,0,0
"Sec61a1",602,497,516,369,456,655,334,398
"Sec61a2",636,626,1010,801,508,812,989,781
"Sec61b",42,47,46,35,69,60,21,22
"Sec61g",34,59,82,63,23,43,70,46
"Sec62",3312,2989,3897,2389,2978,3108,3484,3102
"Sec63",1126,1148,1539,1244,1041,1324,1173,1245
"Secisbp2",137,147,44,42,96,118,79,49
"Secisbp2l",1458,1505,2299,1245,1231,1559,1597,1583
"Seh1l",485,458,582,413,345,579,483,450
"Sel1l",2833,2461,3109,2615,2620,2799,3251,2674
"Sel1l3",703,948,659,581,838,690,794,651
"Sele",1,0,0,0,0,0,0,0
"Selenbp1",30,30,17,9,9,18,12,5
"Selenbp2",0,0,1,0,1,4,0,0
"Selenof",1474,1541,2839,2188,1397,1806,2154,1894
"Selenoh",64,66,92,108,81,71,94,65
"Selenoi",1031,1005,1285,1140,849,1095,1343,1199
"Selenok",1091,898,1434,1052,817,1072,979,928
"Selenok-ps1",28,25,24,6,8,36,34,24
"Selenom",148,139,56,49,169,229,59,28
"Selenon",231,271,179,128,187,300,109,127
"Selenoo",74,122,80,69,137,114,76,44
"Selenop",2944,2628,5178,2653,2174,2670,1881,2481
"Selenos",392,248,461,441,316,432,258,277
"Selenot",2010,1810,2896,1687,1737,1617,2445,2287
"Selenov",1,2,5,0,5,2,0,3
"Selenow",3076,2368,953,666,2215,3584,1115,563
"Sell",3,0,0,0,0,0,7,0
"Selplg",151,122,82,58,157,253,57,31
"Sem1",302,260,380,403,334,276,351,263
"Sema3a",378,162,582,411,206,247,271,282
"Sema3b",3,0,24,4,17,6,0,5
"Sema3c",525,705,733,554,580,616,1003,808
"Sema3d",95,60,244,243,102,190,227,79
"Sema3e",350,542,476,443,473,397,535,520
"Sema3f",10,22,15,15,31,12,35,6
"Sema3g",84,94,99,31,22,100,34,40
"Sema4a",328,328,175,195,421,354,308,206
"Sema4b",98,111,45,27,121,98,41,33
"Sema4c",143,120,89,102,119,174,85,40
"Sema4d",492,492,473,230,604,574,361,283
"Sema4f",355,331,238,188,306,462,230,145
"Sema4g",88,135,61,61,147,148,54,61
"Sema5a",559,559,947,556,644,359,1619,796
"Sema5b",80,117,34,11,139,36,57,37
"Sema6a",206,241,293,183,110,219,143,183
"Sema6b",235,246,90,94,325,363,136,74
"Sema6c",39,41,20,9,57,63,38,13
"Sema6d",601,597,1034,487,431,558,679,589
"Sema7a",1503,1008,714,406,1113,1376,463,544
"Senp1",133,121,200,197,133,140,86,112
"Senp2",1291,1012,1370,1250,982,1126,1325,1201
"Senp3",440,379,360,372,396,363,422,330
"Senp5",682,748,1093,793,653,783,1059,866
"Senp6",779,707,871,751,681,688,646,752
"Senp7",380,461,607,417,379,393,413,504
"Senp8",113,117,159,188,102,111,91,168
"Sephs1",291,277,347,293,334,394,357,281
"Sephs2",367,359,319,233,401,366,309,249
"Sepsecs",162,119,143,101,97,151,206,132
"Septin1",0,3,1,0,0,0,0,0
"Septin10",93,79,115,39,35,97,43,71
"Septin11",2172,2040,1771,1648,1962,2228,1915,1638
"Septin2",601,505,1242,553,419,541,630,615
"Septin3",7605,7848,8521,6785,6852,7916,8639,7079
"Septin4",869,704,1034,267,573,608,663,431
"Septin5",4248,3834,1693,1450,4016,5247,1838,1213
"Septin6",1258,1171,1547,1272,1061,1146,1456,1222
"Septin7",7150,6766,10717,6578,6240,6566,8755,8217
"Septin8",4046,3593,3451,2748,3492,4415,3857,2852
"Septin9",768,800,381,343,722,795,498,338
"Serac1",235,275,214,159,266,272,261,230
"Serbp1",2305,2704,2715,1621,1990,2358,2240,2407
"Serf1",90,77,121,63,73,76,71,100
"Serf2",214,178,244,232,147,203,147,108
"Sergef",198,157,78,72,126,146,84,49
"Serhl",19,20,30,33,24,57,10,7
"Serinc1",16676,16853,25315,20597,15912,19027,26854,21576
"Serinc2",28,34,3,15,40,11,29,4
"Serinc3",5631,4864,7488,5351,4278,5619,5875,5914
"Serinc4",7,3,8,3,10,0,2,3
"Serinc5",504,306,970,524,376,581,578,446
"Serp1",680,557,1226,777,426,802,643,816
"Serp2",491,364,201,217,308,562,250,123
"Serpina10",0,0,3,0,4,0,0,0
"Serpina11",0,0,0,1,0,0,0,0
"Serpina12",3,0,1,5,0,0,0,1
"Serpina1a",0,0,2,0,0,0,0,0
"Serpina1b",0,0,3,0,2,0,2,0
"Serpina1d",0,0,0,2,0,0,0,0
"Serpina3c",0,0,1,0,0,0,0,0
"Serpina3f",5,0,0,0,0,0,0,0
"Serpina3g",1,7,0,0,0,0,0,0
"Serpina3h",9,6,9,6,15,11,0,3
"Serpina3i",2,0,0,0,4,0,0,0
"Serpina3k",0,2,0,0,0,1,0,0
"Serpina3n",97,138,117,76,69,131,84,60
"Serpina9",2,5,1,2,10,0,0,0
"Serpinb10",0,0,0,5,0,0,0,0
"Serpinb1a",33,65,306,22,46,37,29,26
"Serpinb1b",11,0,15,19,3,31,12,9
"Serpinb2",1,0,0,0,0,0,0,0
"Serpinb6a",322,248,446,291,283,278,347,269
"Serpinb6b",8,20,15,71,10,7,3,12
"Serpinb6c",7,0,7,9,4,12,0,3
"Serpinb8",56,42,67,113,51,97,75,69
"Serpinb9",95,72,214,141,103,74,103,115
"Serpinb9b",0,0,0,0,7,0,0,2
"Serpind1",27,14,106,18,16,0,0,16
"Serpine1",8,17,16,0,12,4,1,24
"Serpine2",1979,1982,2376,1669,1662,2092,1951,1794
"Serpine3",0,0,3,0,0,0,0,3
"Serpinf1",134,92,103,62,50,220,17,40
"Serpinf2",4,0,0,0,6,0,0,0
"Serping1",59,58,133,61,63,112,2,48
"Serpinh1",192,161,205,132,85,242,90,94
"Serpini1",6197,6819,9531,6859,6523,7577,10247,9778
"Sertad1",111,74,46,65,118,177,53,22
"Sertad2",395,368,532,271,320,328,371,310
"Sertad3",21,9,15,25,13,25,11,1
"Sertad4",128,176,128,124,102,162,169,167
"Sertm1",608,402,615,639,428,635,362,372
"Sesn1",705,671,679,528,461,784,612,623
"Sesn2",83,83,85,44,118,155,51,39
"Sesn3",341,406,542,413,305,448,571,470
"Sestd1",661,641,932,675,678,635,696,701
"Set",451,439,494,404,364,441,308,405
"Setbp1",465,449,328,279,431,453,335,427
"Setd1a",286,309,132,125,341,354,135,111
"Setd1b",354,412,259,141,253,349,229,225
"Setd2",742,928,886,632,684,795,761,735
"Setd3",831,747,766,752,615,780,813,645
"Setd4",22,34,7,9,24,26,38,8
"Setd5",1248,1148,1187,832,1256,1502,1189,1124
